Sensor_id,Value,DateTimeFrom,DateTimeTo
21730,48.9,2020-03-01,2020-04-01
21730,2.42,2020-04-01,2020-05-01
21730,20.1,2020-05-01,2020-06-01
21730,15.2,2020-06-01,2020-07-01
21730,20.4,2020-07-01,2020-08-01
21730,14.8,2020-08-01,2020-09-01
21730,13.2,2020-09-01,2020-10-01
21730,29.4,2020-10-01,2020-11-01
21730,47.9,2020-11-01,2020-12-01
21730,31.6,2020-12-01,2021-01-01
21732,200.0,2020-03-01,2020-04-01
21732,5.96,2020-04-01,2020-05-01
21732,68.8,2020-05-01,2020-06-01
21732,59.2,2020-06-01,2020-07-01
21732,56.6,2020-07-01,2020-08-01
21732,37.7,2020-08-01,2020-09-01
21732,57.7,2020-09-01,2020-10-01
21732,161.0,2020-10-01,2020-11-01
21732,154.0,2020-11-01,2020-12-01
21732,354.0,2020-12-01,2021-01-01
21733,87.7,2020-03-01,2020-04-01
21733,0.329,2020-04-01,2020-05-01
21733,52.1,2020-05-01,2020-06-01
21733,4.16,2020-06-01,2020-07-01
21733,0.0,2020-07-01,2020-08-01
21733,1.05,2020-08-01,2020-09-01
21733,54.0,2020-09-01,2020-10-01
21733,127.0,2020-10-01,2020-11-01
21733,107.0,2020-11-01,2020-12-01
21733,213.0,2020-12-01,2021-01-01
21734,7.91,2020-03-01,2020-04-01
21734,0.979,2020-04-01,2020-05-01
21734,9.17,2020-05-01,2020-06-01
21734,8.66,2020-06-01,2020-07-01
21734,7.01,2020-07-01,2020-08-01
21734,11.5,2020-08-01,2020-09-01
21734,7.96,2020-09-01,2020-10-01
21734,14.7,2020-10-01,2020-11-01
21734,10.7,2020-11-01,2020-12-01
21734,13.7,2020-12-01,2021-01-01
35189,1720.0,2020-01-01,2020-02-01
35189,1340.0,2020-02-01,2020-03-01
35189,864.0,2020-03-01,2020-04-01
35189,465.0,2020-04-01,2020-05-01
35189,577.0,2020-05-01,2020-06-01
35189,624.0,2020-06-01,2020-07-01
35189,537.0,2020-07-01,2020-08-01
35189,604.0,2020-08-01,2020-09-01
35189,848.0,2020-09-01,2020-10-01
35189,1340.0,2020-10-01,2020-11-01
35189,1700.0,2020-11-01,2020-12-01
35189,2180.0,2020-12-01,2021-01-01
35204,68.8,2020-01-01,2020-02-01
35204,80.4,2020-02-01,2020-03-01
35204,43.9,2020-03-01,2020-04-01
35204,3.65,2020-04-01,2020-05-01
35204,23.2,2020-05-01,2020-06-01
35204,9.39,2020-06-01,2020-07-01
35204,16.1,2020-07-01,2020-08-01
35204,19.7,2020-08-01,2020-09-01
35204,25.1,2020-09-01,2020-10-01
35204,50.9,2020-10-01,2020-11-01
35204,50.8,2020-11-01,2020-12-01
35204,50.8,2020-12-01,2021-01-01
35349,164.0,2020-01-01,2020-02-01
35349,161.0,2020-02-01,2020-03-01
35349,98.1,2020-03-01,2020-04-01
35349,76.4,2020-04-01,2020-05-01
35349,81.3,2020-05-01,2020-06-01
35349,52.9,2020-06-01,2020-07-01
35349,21.1,2020-07-01,2020-08-01
35349,12.9,2020-08-01,2020-09-01
35349,47.8,2020-09-01,2020-10-01
35349,127.0,2020-10-01,2020-11-01
35349,195.0,2020-11-01,2020-12-01
35349,294.0,2020-12-01,2021-01-01
35373,94.3,2020-01-01,2020-02-01
35373,71.5,2020-02-01,2020-03-01
35373,45.8,2020-03-01,2020-04-01
35373,34.2,2020-04-01,2020-05-01
35373,28.8,2020-05-01,2020-06-01
35373,10.7,2020-06-01,2020-07-01
35373,1.36,2020-07-01,2020-08-01
35373,11.7,2020-08-01,2020-09-01
35373,31.2,2020-09-01,2020-10-01
35373,66.8,2020-10-01,2020-11-01
35373,114.0,2020-11-01,2020-12-01
35373,161.0,2020-12-01,2021-01-01
35386,9.86,2020-01-01,2020-02-01
