Sensor_id,Value,DateTimeFrom,DateTimeTo
14923.0,3.77,2020-04-24,2020-04-25
14923.0,1.04,2020-04-26,2020-04-27
14923.0,1.01,2020-04-27,2020-04-28
14923.0,0.273,2020-04-28,2020-04-29
14923.0,1.03,2020-04-29,2020-04-30
14923.0,0.4,2020-04-30,2020-05-01
14923.0,1.35,2020-05-01,2020-05-02
14923.0,2.23,2020-05-02,2020-05-03
14923.0,1.33,2020-05-03,2020-05-04
14923.0,8.27,2020-05-05,2020-05-06
14923.0,2.85,2020-05-06,2020-05-07
14923.0,1.59,2020-05-07,2020-05-08
14923.0,2.28,2020-05-08,2020-05-09
14923.0,4.68,2020-05-09,2020-05-10
14923.0,4.82,2020-05-10,2020-05-11
14923.0,7.3,2020-05-11,2020-05-12
14923.0,10.2,2020-05-12,2020-05-13
14923.0,17.9,2020-05-13,2020-05-14
14923.0,3.67,2020-05-14,2020-05-15
14923.0,3.26,2020-05-15,2020-05-16
14923.0,5.82,2020-05-16,2020-05-17
14923.0,10.2,2020-05-17,2020-05-18
14923.0,11.1,2020-05-18,2020-05-19
14923.0,10.9,2020-05-19,2020-05-20
14923.0,47.8,2020-05-20,2020-05-21
14923.0,22.6,2020-05-21,2020-05-22
14923.0,7.75,2020-05-22,2020-05-23
14923.0,3.07,2020-05-23,2020-05-24
14923.0,6.0,2020-05-24,2020-05-25
14923.0,6.35,2020-05-25,2020-05-26
14923.0,3.23,2020-05-26,2020-05-27
14923.0,2.09,2020-05-27,2020-05-28
14923.0,3.57,2020-05-28,2020-05-29
14923.0,1.74,2020-05-29,2020-05-30
14923.0,0.52,2020-05-30,2020-05-31
14923.0,4.96,2020-05-31,2020-06-01
14923.0,5.62,2020-06-01,2020-06-02
14923.0,3.97,2020-06-02,2020-06-03
14923.0,5.2,2020-06-03,2020-06-04
14923.0,8.84,2020-06-04,2020-06-05
14923.0,4.47,2020-06-05,2020-06-06
14923.0,3.4,2020-06-06,2020-06-07
14923.0,7.92,2020-06-07,2020-06-08
14923.0,6.15,2020-06-08,2020-06-09
14923.0,6.02,2020-06-09,2020-06-10
14923.0,4.19,2020-06-10,2020-06-11
14923.0,5.35,2020-06-11,2020-06-12
14923.0,13.3,2020-06-12,2020-06-13
14923.0,3.06,2020-06-13,2020-06-14
14923.0,2.44,2020-06-14,2020-06-15
14923.0,2.62,2020-06-15,2020-06-16
14923.0,1.26,2020-06-16,2020-06-17
14923.0,2.39,2020-06-17,2020-06-18
14923.0,4.53,2020-06-18,2020-06-19
14923.0,2.47,2020-06-19,2020-06-20
14923.0,2.1,2020-06-20,2020-06-21
14923.0,1.79,2020-06-21,2020-06-22
14923.0,4.57,2020-06-22,2020-06-23
14923.0,3.24,2020-06-23,2020-06-24
14923.0,2.41,2020-06-24,2020-06-25
14923.0,3.38,2020-06-25,2020-06-26
14923.0,4.15,2020-06-26,2020-06-27
14923.0,3.0,2020-06-27,2020-06-28
14923.0,3.41,2020-06-28,2020-06-29
14923.0,1.05,2020-06-29,2020-06-30
14923.0,3.27,2020-06-30,2020-07-01
14923.0,5.92,2020-07-01,2020-07-02
14923.0,6.25,2020-07-02,2020-07-03
14923.0,7.24,2020-07-03,2020-07-04
14923.0,5.94,2020-07-04,2020-07-05
14923.0,5.3,2020-07-05,2020-07-06
14923.0,8.87,2020-07-06,2020-07-07
14923.0,5.91,2020-07-07,2020-07-08
14923.0,14.0,2020-07-08,2020-07-09
14923.0,8.41,2020-07-09,2020-07-10
14923.0,8.11,2020-07-10,2020-07-11
14923.0,8.64,2020-07-11,2020-07-12
14923.0,7.13,2020-07-12,2020-07-13
14923.0,8.18,2020-07-13,2020-07-14
14923.0,7.86,2020-07-14,2020-07-15
14923.0,4.83,2020-07-15,2020-07-16
14923.0,5.68,2020-07-16,2020-07-17
14923.0,19.8,2020-07-17,2020-07-18
14923.0,6.23,2020-07-18,2020-07-19
14923.0,6.61,2020-07-19,2020-07-20
14923.0,9.1,2020-07-20,2020-07-21
14923.0,5.33,2020-07-21,2020-07-22
14923.0,5.39,2020-07-22,2020-07-23
14923.0,5.67,2020-07-23,2020-07-24
14923.0,6.71,2020-07-24,2020-07-25
14923.0,4.03,2020-07-25,2020-07-26
14923.0,5.57,2020-07-26,2020-07-27
14923.0,5.99,2020-07-27,2020-07-28
14923.0,5.62,2020-07-28,2020-07-29
14923.0,9.46,2020-07-29,2020-07-30
14923.0,8.49,2020-07-30,2020-07-31
14923.0,8.25,2020-07-31,2020-08-01
14923.0,6.06,2020-08-04,2020-08-05
14923.0,9.02,2020-08-05,2020-08-06
14923.0,8.45,2020-08-06,2020-08-07
14923.0,8.77,2020-08-07,2020-08-08
14923.0,8.18,2020-08-08,2020-08-09
14923.0,8.83,2020-08-09,2020-08-10
14923.0,4.71,2020-08-10,2020-08-11
14923.0,5.54,2020-08-11,2020-08-12
14923.0,3.94,2020-08-12,2020-08-13
14923.0,4.69,2020-08-13,2020-08-14
14923.0,5.15,2020-08-14,2020-08-15
14923.0,4.85,2020-08-15,2020-08-16
14923.0,4.52,2020-08-16,2020-08-17
14923.0,4.76,2020-08-17,2020-08-18
14923.0,6.84,2020-08-18,2020-08-19
14923.0,6.58,2020-08-19,2020-08-20
14923.0,7.8,2020-08-20,2020-08-21
14923.0,10.9,2020-08-21,2020-08-22
14923.0,13.3,2020-08-22,2020-08-23
14923.0,13.2,2020-08-23,2020-08-24
14923.0,7.73,2020-08-24,2020-08-25
14923.0,6.7,2020-08-25,2020-08-26
14923.0,5.68,2020-08-26,2020-08-27
14923.0,8.31,2020-08-27,2020-08-28
14923.0,7.73,2020-08-28,2020-08-29
14923.0,7.33,2020-08-29,2020-08-30
14923.0,24.9,2020-08-30,2020-08-31
14923.0,7.72,2020-08-31,2020-09-01
14923.0,7.43,2020-09-01,2020-09-02
14923.0,8.01,2020-09-02,2020-09-03
14923.0,7.71,2020-09-03,2020-09-04
14923.0,8.5,2020-09-04,2020-09-05
14923.0,8.45,2020-09-05,2020-09-06
14923.0,4.12,2020-09-06,2020-09-07
14923.0,7.98,2020-09-07,2020-09-08
14923.0,7.62,2020-09-08,2020-09-09
14923.0,8.31,2020-09-09,2020-09-10
14923.0,6.57,2020-09-10,2020-09-11
14923.0,7.58,2020-09-11,2020-09-12
14923.0,5.37,2020-09-12,2020-09-13
14923.0,4.7,2020-09-13,2020-09-14
14923.0,5.83,2020-09-14,2020-09-15
14923.0,6.27,2020-09-15,2020-09-16
14923.0,7.09,2020-09-16,2020-09-17
14923.0,6.9,2020-09-17,2020-09-18
14923.0,7.61,2020-09-18,2020-09-19
14923.0,3.35,2020-09-19,2020-09-20
14923.0,5.81,2020-09-20,2020-09-21
14923.0,6.16,2020-09-21,2020-09-22
14923.0,7.6,2020-09-22,2020-09-23
14923.0,3.08,2020-09-23,2020-09-24
14923.0,5.14,2020-09-24,2020-09-25
14923.0,12.5,2020-09-25,2020-09-26
14923.0,6.0,2020-09-26,2020-09-27
14923.0,11.9,2020-09-27,2020-09-28
14923.0,8.2,2020-09-28,2020-09-29
14923.0,12.6,2020-09-29,2020-09-30
14923.0,8.0,2020-09-30,2020-10-01
14923.0,6.13,2020-10-01,2020-10-02
14923.0,7.19,2020-10-02,2020-10-03
14923.0,12.9,2020-10-03,2020-10-04
14923.0,8.38,2020-10-04,2020-10-05
14923.0,7.58,2020-10-05,2020-10-06
14923.0,8.95,2020-10-06,2020-10-07
14923.0,8.79,2020-10-07,2020-10-08
14923.0,8.6,2020-10-08,2020-10-09
14923.0,9.89,2020-10-09,2020-10-10
14923.0,8.64,2020-10-10,2020-10-11
14923.0,7.41,2020-10-11,2020-10-12
14923.0,10.0,2020-10-12,2020-10-13
14923.0,7.83,2020-10-13,2020-10-14
14923.0,9.54,2020-10-14,2020-10-15
14923.0,8.52,2020-10-15,2020-10-16
14923.0,10.7,2020-10-16,2020-10-17
14923.0,11.5,2020-10-17,2020-10-18
14923.0,10.4,2020-10-18,2020-10-19
14923.0,10.8,2020-10-19,2020-10-20
14923.0,13.5,2020-10-20,2020-10-21
14923.0,17.1,2020-10-21,2020-10-22
14923.0,14.5,2020-10-22,2020-10-23
14923.0,15.0,2020-10-23,2020-10-24
14923.0,12.3,2020-10-24,2020-10-25
14923.0,12.1,2020-10-25,2020-10-26
14923.0,15.0,2020-10-26,2020-10-27
14923.0,14.1,2020-10-27,2020-10-28
14923.0,16.6,2020-10-28,2020-10-29
14923.0,9.88,2020-10-29,2020-10-30
14923.0,12.4,2020-10-30,2020-10-31
14923.0,10.6,2020-10-31,2020-11-01
14923.0,12.9,2020-11-01,2020-11-02
14923.0,13.0,2020-11-02,2020-11-03
14923.0,11.0,2020-11-03,2020-11-04
14923.0,13.0,2020-11-04,2020-11-05
14923.0,13.4,2020-11-05,2020-11-06
14923.0,14.2,2020-11-06,2020-11-07
14923.0,8.05,2020-11-07,2020-11-08
14923.0,20.4,2020-11-08,2020-11-09
14923.0,11.3,2020-11-09,2020-11-10
14923.0,13.8,2020-11-10,2020-11-11
14923.0,15.9,2020-11-11,2020-11-12
14923.0,26.8,2020-11-12,2020-11-13
14923.0,13.8,2020-11-13,2020-11-14
14923.0,14.1,2020-11-14,2020-11-15
14923.0,11.2,2020-11-15,2020-11-16
14923.0,11.8,2020-11-16,2020-11-17
14923.0,9.06,2020-11-17,2020-11-18
14923.0,9.55,2020-11-18,2020-11-19
14923.0,12.6,2020-11-19,2020-11-20
14923.0,10.4,2020-11-20,2020-11-21
14923.0,8.75,2020-11-21,2020-11-22
14923.0,8.72,2020-11-22,2020-11-23
14923.0,12.8,2020-11-23,2020-11-24
14923.0,11.1,2020-11-24,2020-11-25
14923.0,9.2,2020-11-25,2020-11-26
14923.0,9.03,2020-11-26,2020-11-27
14923.0,8.55,2020-11-27,2020-11-28
14923.0,11.6,2020-11-28,2020-11-29
14923.0,10.9,2020-11-29,2020-11-30
14923.0,12.2,2020-11-30,2020-12-01
14923.0,18.8,2020-12-01,2020-12-02
14923.0,7.54,2020-12-02,2020-12-03
14923.0,2.36,2020-12-03,2020-12-04
14923.0,6.32,2020-12-04,2020-12-05
14923.0,7.04,2020-12-05,2020-12-06
14923.0,12.4,2020-12-06,2020-12-07
14923.0,10.4,2020-12-07,2020-12-08
14923.0,11.8,2020-12-08,2020-12-09
14923.0,11.9,2020-12-09,2020-12-10
14923.0,9.26,2020-12-10,2020-12-11
14923.0,8.88,2020-12-11,2020-12-12
14923.0,8.68,2020-12-14,2020-12-15
14923.0,9.83,2020-12-15,2020-12-16
14923.0,9.39,2020-12-16,2020-12-17
14923.0,9.25,2020-12-17,2020-12-18
14923.0,9.61,2020-12-18,2020-12-19
14923.0,10.5,2020-12-19,2020-12-20
14923.0,13.4,2020-12-20,2020-12-21
14923.0,7.39,2020-12-21,2020-12-22
14923.0,21.1,2020-12-22,2020-12-23
14923.0,16.3,2020-12-23,2020-12-24
14923.0,11.8,2020-12-24,2020-12-25
14923.0,9.33,2020-12-25,2020-12-26
14923.0,11.9,2020-12-26,2020-12-27
14923.0,9.5,2020-12-27,2020-12-28
14923.0,9.28,2020-12-28,2020-12-29
14923.0,9.87,2020-12-29,2020-12-30
14923.0,7.99,2020-12-30,2020-12-31
14923.0,10.3,2020-12-31,2021-01-01
Sensor_id,Value,DateTimeFrom,DateTimeTo
15193.0,677.0,2020-01-01,2020-01-02
15193.0,580.0,2020-01-02,2020-01-03
15193.0,540.0,2020-01-03,2020-01-04
15193.0,720.0,2020-01-04,2020-01-05
15193.0,569.0,2020-01-05,2020-01-06
15193.0,1630.0,2020-01-06,2020-01-07
15193.0,0.0,2020-01-07,2020-01-08
15193.0,0.0,2020-01-08,2020-01-09
15193.0,0.0,2020-01-09,2020-01-10
15193.0,0.0,2020-01-10,2020-01-11
15193.0,0.0,2020-01-11,2020-01-12
15193.0,0.0,2020-01-12,2020-01-13
15193.0,0.0,2020-01-13,2020-01-14
15193.0,0.0,2020-01-14,2020-01-15
15193.0,0.0,2020-01-15,2020-01-16
15193.0,0.0,2020-01-16,2020-01-17
15193.0,0.0,2020-01-17,2020-01-18
15193.0,0.0,2020-01-18,2020-01-19
15193.0,0.0,2020-01-19,2020-01-20
15193.0,0.0,2020-01-20,2020-01-21
15193.0,0.0,2020-01-21,2020-01-22
15193.0,0.0,2020-01-22,2020-01-23
15193.0,0.0,2020-01-23,2020-01-24
15193.0,0.0,2020-01-24,2020-01-25
15193.0,0.0,2020-01-25,2020-01-26
15193.0,0.0,2020-01-26,2020-01-27
15193.0,0.0,2020-01-27,2020-01-28
15193.0,0.0,2020-01-28,2020-01-29
15193.0,0.0,2020-01-29,2020-01-30
15193.0,0.0,2020-01-30,2020-01-31
15193.0,0.0,2020-01-31,2020-02-01
15193.0,0.0,2020-02-01,2020-02-02
15193.0,0.0,2020-02-02,2020-02-03
15193.0,0.0,2020-02-03,2020-02-04
15193.0,0.0,2020-02-04,2020-02-05
15193.0,0.0,2020-02-05,2020-02-06
15193.0,0.0,2020-02-06,2020-02-07
15193.0,0.0,2020-02-07,2020-02-08
15193.0,0.0,2020-02-08,2020-02-09
15193.0,0.0,2020-02-09,2020-02-10
15193.0,0.0,2020-02-10,2020-02-11
15193.0,0.0,2020-02-11,2020-02-12
15193.0,0.0,2020-02-12,2020-02-13
15193.0,0.0,2020-02-13,2020-02-14
15193.0,0.0,2020-02-14,2020-02-15
15193.0,0.0,2020-02-15,2020-02-16
15193.0,0.0,2020-02-16,2020-02-17
15193.0,0.0,2020-02-17,2020-02-18
15193.0,0.0,2020-02-18,2020-02-19
15193.0,0.0,2020-02-19,2020-02-20
15193.0,0.0,2020-02-20,2020-02-21
15193.0,0.0,2020-02-21,2020-02-22
15193.0,0.0,2020-02-22,2020-02-23
15193.0,0.0,2020-02-23,2020-02-24
15193.0,0.0,2020-02-24,2020-02-25
15193.0,0.0,2020-02-25,2020-02-26
15193.0,0.0,2020-02-26,2020-02-27
15193.0,0.0,2020-02-27,2020-02-28
15193.0,0.0,2020-02-28,2020-02-29
15193.0,0.0,2020-02-29,2020-03-01
15193.0,0.0,2020-03-01,2020-03-02
15193.0,0.0,2020-03-02,2020-03-03
15193.0,0.0,2020-03-03,2020-03-04
15193.0,0.0,2020-03-04,2020-03-05
15193.0,0.0,2020-03-05,2020-03-06
15193.0,0.0,2020-03-06,2020-03-07
15193.0,0.0,2020-03-07,2020-03-08
15193.0,0.0,2020-03-08,2020-03-09
15193.0,0.0,2020-03-09,2020-03-10
15193.0,0.0,2020-03-10,2020-03-11
15193.0,208.0,2020-03-11,2020-03-12
15193.0,430.0,2020-03-12,2020-03-13
15193.0,279.0,2020-03-13,2020-03-14
15193.0,411.0,2020-03-14,2020-03-15
15193.0,296.0,2020-03-15,2020-03-16
15193.0,321.0,2020-03-16,2020-03-17
15193.0,226.0,2020-03-17,2020-03-18
15193.0,340.0,2020-03-18,2020-03-19
15193.0,650.0,2020-03-19,2020-03-20
15193.0,258.0,2020-03-20,2020-03-21
15193.0,474.0,2020-03-21,2020-03-22
15193.0,363.0,2020-03-22,2020-03-23
15193.0,475.0,2020-03-23,2020-03-24
15193.0,393.0,2020-03-24,2020-03-25
15193.0,352.0,2020-03-25,2020-03-26
15193.0,290.0,2020-03-26,2020-03-27
15193.0,206.0,2020-03-27,2020-03-28
15193.0,167.0,2020-03-28,2020-03-29
15193.0,537.0,2020-03-29,2020-03-30
15193.0,349.0,2020-03-30,2020-03-31
15193.0,460.0,2020-03-31,2020-04-01
15193.0,351.0,2020-04-01,2020-04-02
15193.0,356.0,2020-04-02,2020-04-03
15193.0,692.0,2020-04-03,2020-04-04
15193.0,577.0,2020-04-04,2020-04-05
15193.0,501.0,2020-04-05,2020-04-06
15193.0,534.0,2020-04-06,2020-04-07
15193.0,724.0,2020-04-08,2020-04-09
15193.0,562.0,2020-04-09,2020-04-10
15193.0,814.0,2020-04-10,2020-04-11
15193.0,334.0,2020-04-11,2020-04-12
15193.0,281.0,2020-04-12,2020-04-13
15193.0,551.0,2020-04-13,2020-04-14
15193.0,262.0,2020-04-14,2020-04-15
15193.0,326.0,2020-04-15,2020-04-16
15193.0,474.0,2020-04-16,2020-04-17
15193.0,419.0,2020-04-17,2020-04-18
15193.0,81.5,2020-04-18,2020-04-19
15193.0,152.0,2020-04-19,2020-04-20
15193.0,179.0,2020-04-20,2020-04-21
15193.0,817.0,2020-04-21,2020-04-22
15193.0,170.0,2020-04-22,2020-04-23
15193.0,432.0,2020-04-23,2020-04-24
15193.0,281.0,2020-04-24,2020-04-25
15193.0,395.0,2020-04-26,2020-04-27
15193.0,431.0,2020-04-27,2020-04-28
15193.0,166.0,2020-04-28,2020-04-29
15193.0,289.0,2020-04-29,2020-04-30
15193.0,396.0,2020-04-30,2020-05-01
15193.0,1080.0,2020-05-01,2020-05-02
15193.0,578.0,2020-05-02,2020-05-03
15193.0,305.0,2020-05-03,2020-05-04
15193.0,465.0,2020-05-04,2020-05-05
15193.0,391.0,2020-05-05,2020-05-06
15193.0,388.0,2020-05-06,2020-05-07
15193.0,232.0,2020-05-07,2020-05-08
15193.0,265.0,2020-05-08,2020-05-09
15193.0,89.0,2020-05-09,2020-05-10
15193.0,381.0,2020-05-10,2020-05-11
15193.0,64.3,2020-05-11,2020-05-12
15193.0,146.0,2020-05-12,2020-05-13
15193.0,130.0,2020-05-13,2020-05-14
15193.0,201.0,2020-05-14,2020-05-15
15193.0,269.0,2020-05-15,2020-05-16
15193.0,314.0,2020-05-16,2020-05-17
15193.0,343.0,2020-05-17,2020-05-18
15193.0,291.0,2020-05-18,2020-05-19
15193.0,440.0,2020-05-19,2020-05-20
15193.0,246.0,2020-05-20,2020-05-21
15193.0,288.0,2020-05-21,2020-05-22
15193.0,354.0,2020-05-22,2020-05-23
15193.0,365.0,2020-05-23,2020-05-24
15193.0,363.0,2020-05-24,2020-05-25
15193.0,303.0,2020-05-25,2020-05-26
15193.0,296.0,2020-05-26,2020-05-27
15193.0,237.0,2020-05-27,2020-05-28
15193.0,395.0,2020-05-28,2020-05-29
15193.0,96.1,2020-05-29,2020-05-30
15193.0,220.0,2020-05-30,2020-05-31
15193.0,299.0,2020-05-31,2020-06-01
15193.0,370.0,2020-06-01,2020-06-02
15193.0,314.0,2020-06-02,2020-06-03
15193.0,173.0,2020-06-03,2020-06-04
15193.0,113.0,2020-06-04,2020-06-05
15193.0,223.0,2020-06-05,2020-06-06
15193.0,167.0,2020-06-06,2020-06-07
15193.0,183.0,2020-06-07,2020-06-08
15193.0,235.0,2020-06-08,2020-06-09
15193.0,216.0,2020-06-09,2020-06-10
15193.0,290.0,2020-06-10,2020-06-11
15193.0,198.0,2020-06-11,2020-06-12
15193.0,207.0,2020-06-12,2020-06-13
15193.0,212.0,2020-06-13,2020-06-14
15193.0,199.0,2020-06-14,2020-06-15
15193.0,149.0,2020-06-15,2020-06-16
15193.0,242.0,2020-06-16,2020-06-17
15193.0,254.0,2020-06-17,2020-06-18
15193.0,171.0,2020-06-18,2020-06-19
15193.0,191.0,2020-06-19,2020-06-20
15193.0,159.0,2020-06-20,2020-06-21
15193.0,202.0,2020-06-21,2020-06-22
15193.0,210.0,2020-06-22,2020-06-23
15193.0,226.0,2020-06-23,2020-06-24
15193.0,321.0,2020-06-24,2020-06-25
15193.0,349.0,2020-06-25,2020-06-26
15193.0,388.0,2020-06-26,2020-06-27
15193.0,281.0,2020-06-27,2020-06-28
15193.0,242.0,2020-06-28,2020-06-29
15193.0,315.0,2020-06-29,2020-06-30
15193.0,296.0,2020-06-30,2020-07-01
15193.0,198.0,2020-07-01,2020-07-02
15193.0,159.0,2020-07-02,2020-07-03
15193.0,143.0,2020-07-03,2020-07-04
15193.0,180.0,2020-07-04,2020-07-05
15193.0,177.0,2020-07-05,2020-07-06
15193.0,188.0,2020-07-06,2020-07-07
15193.0,150.0,2020-07-07,2020-07-08
15193.0,174.0,2020-07-08,2020-07-09
15193.0,200.0,2020-07-09,2020-07-10
15193.0,119.0,2020-07-10,2020-07-11
15193.0,202.0,2020-07-11,2020-07-12
15193.0,171.0,2020-07-12,2020-07-13
15193.0,240.0,2020-07-13,2020-07-14
15193.0,300.0,2020-07-14,2020-07-15
15193.0,181.0,2020-07-15,2020-07-16
15193.0,187.0,2020-07-16,2020-07-17
15193.0,134.0,2020-07-17,2020-07-18
15193.0,174.0,2020-07-18,2020-07-19
15193.0,294.0,2020-07-19,2020-07-20
15193.0,510.0,2020-07-20,2020-07-21
15193.0,303.0,2020-07-21,2020-07-22
15193.0,235.0,2020-07-22,2020-07-23
15193.0,293.0,2020-07-23,2020-07-24
15193.0,238.0,2020-07-24,2020-07-25
15193.0,346.0,2020-07-25,2020-07-26
15193.0,155.0,2020-07-26,2020-07-27
15193.0,252.0,2020-07-27,2020-07-28
15193.0,237.0,2020-07-28,2020-07-29
15193.0,519.0,2020-07-29,2020-07-30
15193.0,388.0,2020-07-30,2020-07-31
15193.0,130.0,2020-08-04,2020-08-05
15193.0,157.0,2020-08-05,2020-08-06
15193.0,174.0,2020-08-06,2020-08-07
15193.0,125.0,2020-08-07,2020-08-08
15193.0,156.0,2020-08-08,2020-08-09
15193.0,0.0,2020-08-11,2020-08-12
15193.0,133.0,2020-08-13,2020-08-14
15193.0,138.0,2020-08-14,2020-08-15
15193.0,173.0,2020-08-15,2020-08-16
15193.0,147.0,2020-08-16,2020-08-17
15193.0,142.0,2020-08-17,2020-08-18
15193.0,90.0,2020-08-18,2020-08-19
15193.0,220.0,2020-08-19,2020-08-20
15193.0,135.0,2020-08-20,2020-08-21
15193.0,110.0,2020-08-21,2020-08-22
15193.0,180.0,2020-08-22,2020-08-23
15193.0,140.0,2020-08-23,2020-08-24
15193.0,130.0,2020-08-24,2020-08-25
15193.0,225.0,2020-08-25,2020-08-26
15193.0,300.0,2020-08-26,2020-08-27
15193.0,277.0,2020-08-27,2020-08-28
15193.0,100.0,2020-08-28,2020-08-29
15193.0,165.0,2020-08-29,2020-08-30
15193.0,160.0,2020-08-30,2020-08-31
15193.0,300.0,2020-08-31,2020-09-01
15193.0,385.0,2020-09-01,2020-09-02
15193.0,296.0,2020-09-02,2020-09-03
15193.0,323.0,2020-09-03,2020-09-04
15193.0,220.0,2020-09-04,2020-09-05
15193.0,456.0,2020-09-05,2020-09-06
15193.0,170.0,2020-09-06,2020-09-07
15193.0,258.0,2020-09-07,2020-09-08
15193.0,350.0,2020-09-08,2020-09-09
15193.0,397.0,2020-09-09,2020-09-10
15193.0,258.0,2020-09-10,2020-09-11
15193.0,110.0,2020-09-11,2020-09-12
15193.0,113.0,2020-09-12,2020-09-13
15193.0,133.0,2020-09-13,2020-09-14
15193.0,188.0,2020-09-14,2020-09-15
15193.0,194.0,2020-09-15,2020-09-16
15193.0,217.0,2020-09-16,2020-09-17
15193.0,258.0,2020-09-17,2020-09-18
15193.0,226.0,2020-09-18,2020-09-19
15193.0,283.0,2020-09-19,2020-09-20
15193.0,221.0,2020-09-20,2020-09-21
15193.0,100.0,2020-09-21,2020-09-22
15193.0,150.0,2020-09-22,2020-09-23
15193.0,177.0,2020-09-23,2020-09-24
15193.0,166.0,2020-09-24,2020-09-25
15193.0,264.0,2020-09-25,2020-09-26
15193.0,165.0,2020-09-26,2020-09-27
15193.0,251.0,2020-09-27,2020-09-28
15193.0,315.0,2020-09-28,2020-09-29
15193.0,346.0,2020-09-29,2020-09-30
15193.0,352.0,2020-09-30,2020-10-01
15193.0,265.0,2020-10-01,2020-10-02
15193.0,302.0,2020-10-02,2020-10-03
15193.0,392.0,2020-10-03,2020-10-04
15193.0,407.0,2020-10-04,2020-10-05
15193.0,356.0,2020-10-05,2020-10-06
15193.0,389.0,2020-10-06,2020-10-07
15193.0,477.0,2020-10-07,2020-10-08
15193.0,436.0,2020-10-08,2020-10-09
15193.0,473.0,2020-10-09,2020-10-10
15193.0,707.0,2020-10-10,2020-10-11
15193.0,338.0,2020-10-11,2020-10-12
15193.0,275.0,2020-10-12,2020-10-13
15193.0,316.0,2020-10-13,2020-10-14
15193.0,477.0,2020-10-14,2020-10-15
15193.0,480.0,2020-10-15,2020-10-16
15193.0,310.0,2020-10-16,2020-10-17
15193.0,332.0,2020-10-17,2020-10-18
15193.0,488.0,2020-10-18,2020-10-19
15193.0,692.0,2020-10-19,2020-10-20
15193.0,609.0,2020-10-20,2020-10-21
15193.0,545.0,2020-10-21,2020-10-22
15193.0,705.0,2020-10-22,2020-10-23
15193.0,825.0,2020-10-23,2020-10-24
15193.0,862.0,2020-10-24,2020-10-25
15193.0,643.0,2020-10-25,2020-10-26
15193.0,733.0,2020-10-26,2020-10-27
15193.0,569.0,2020-10-27,2020-10-28
15193.0,614.0,2020-10-28,2020-10-29
15193.0,638.0,2020-10-29,2020-10-30
15193.0,579.0,2020-10-30,2020-10-31
15193.0,545.0,2020-10-31,2020-11-01
15193.0,601.0,2020-11-01,2020-11-02
15193.0,563.0,2020-11-02,2020-11-03
15193.0,502.0,2020-11-03,2020-11-04
15193.0,661.0,2020-11-04,2020-11-05
15193.0,552.0,2020-11-05,2020-11-06
15193.0,680.0,2020-11-06,2020-11-07
15193.0,560.0,2020-11-07,2020-11-08
15193.0,402.0,2020-11-08,2020-11-09
15193.0,572.0,2020-11-09,2020-11-10
15193.0,577.0,2020-11-10,2020-11-11
15193.0,575.0,2020-11-11,2020-11-12
15193.0,489.0,2020-11-12,2020-11-13
15193.0,454.0,2020-11-13,2020-11-14
15193.0,420.0,2020-11-14,2020-11-15
15193.0,434.0,2020-11-15,2020-11-16
15193.0,438.0,2020-11-16,2020-11-17
15193.0,516.0,2020-11-17,2020-11-18
15193.0,421.0,2020-11-18,2020-11-19
15193.0,383.0,2020-11-19,2020-11-20
15193.0,400.0,2020-11-20,2020-11-21
15193.0,357.0,2020-11-21,2020-11-22
15193.0,451.0,2020-11-22,2020-11-23
15193.0,600.0,2020-11-23,2020-11-24
15193.0,502.0,2020-11-24,2020-11-25
15193.0,423.0,2020-11-25,2020-11-26
15193.0,438.0,2020-11-26,2020-11-27
15193.0,423.0,2020-11-27,2020-11-28
15193.0,458.0,2020-11-28,2020-11-29
15193.0,509.0,2020-11-29,2020-11-30
15193.0,682.0,2020-11-30,2020-12-01
15193.0,832.0,2020-12-01,2020-12-02
15193.0,648.0,2020-12-02,2020-12-03
15193.0,331.0,2020-12-03,2020-12-04
15193.0,543.0,2020-12-04,2020-12-05
15193.0,476.0,2020-12-05,2020-12-06
15193.0,805.0,2020-12-06,2020-12-07
15193.0,580.0,2020-12-07,2020-12-08
15193.0,815.0,2020-12-08,2020-12-09
15193.0,903.0,2020-12-09,2020-12-10
15193.0,747.0,2020-12-10,2020-12-11
15193.0,336.0,2020-12-11,2020-12-12
15193.0,455.0,2020-12-14,2020-12-15
15193.0,598.0,2020-12-15,2020-12-16
15193.0,679.0,2020-12-16,2020-12-17
15193.0,609.0,2020-12-17,2020-12-18
15193.0,600.0,2020-12-18,2020-12-19
15193.0,650.0,2020-12-19,2020-12-20
15193.0,448.0,2020-12-20,2020-12-21
15193.0,346.0,2020-12-21,2020-12-22
15193.0,665.0,2020-12-22,2020-12-23
15193.0,782.0,2020-12-23,2020-12-24
15193.0,682.0,2020-12-24,2020-12-25
15193.0,748.0,2020-12-25,2020-12-26
15193.0,928.0,2020-12-26,2020-12-27
15193.0,944.0,2020-12-27,2020-12-28
15193.0,870.0,2020-12-28,2020-12-29
15193.0,706.0,2020-12-29,2020-12-30
15193.0,593.0,2020-12-30,2020-12-31
15193.0,561.0,2020-12-31,2021-01-01
Sensor_id,Value,DateTimeFrom,DateTimeTo
14918.0,23.1,2020-01-01,2020-01-02
14918.0,27.4,2020-01-02,2020-01-03
14918.0,22.2,2020-01-03,2020-01-04
14918.0,26.7,2020-01-04,2020-01-05
14918.0,29.7,2020-01-05,2020-01-06
