Location_id,Sensor_id,Area,City,Sensor_name,Latitude,Longitude
10897.0,36686.0,ICRISAT Patancheru,Hyderabad,PM2.5,17.5184,78.278777
10897.0,36683.0,ICRISAT Patancheru,Hyderabad,SO₂ mass,17.5184,78.278777
10904.0,36549.0,Rabindra Sarobar,Kolkata,CO mass,22.51106,88.35142
10904.0,36551.0,Rabindra Sarobar,Kolkata,NO₂ mass,22.51106,88.35142
10904.0,36602.0,Rabindra Sarobar,Kolkata,PM10,22.51106,88.35142
10904.0,36609.0,Rabindra Sarobar,Kolkata,PM2.5,22.51106,88.35142
10904.0,36651.0,Rabindra Sarobar,Kolkata,SO₂ mass,22.51106,88.35142
10918.0,36652.0,Ballygunge,Kolkata,CO mass,22.5367507,88.3638022
10918.0,36648.0,Ballygunge,Kolkata,NO₂ mass,22.5367507,88.3638022
10918.0,36644.0,Ballygunge,Kolkata,PM10,22.5367507,88.3638022
10918.0,36640.0,Ballygunge,Kolkata,PM2.5,22.5367507,88.3638022
10918.0,36639.0,Ballygunge,Kolkata,SO₂ mass,22.5367507,88.3638022
11602.0,39408.0,Bandra Kurla Complex,Mumbai,CO mass,19.053536000000005,72.84643
11602.0,39406.0,Bandra Kurla Complex,Mumbai,NO₂ mass,19.053536000000005,72.84643
11602.0,39405.0,Bandra Kurla Complex,Mumbai,PM10,19.053536000000005,72.84643
11602.0,39404.0,Bandra Kurla Complex,Mumbai,PM2.5,19.053536000000005,72.84643
11602.0,39407.0,Bandra Kurla Complex,Mumbai,SO₂ mass,19.053536000000005,72.84643
11603.0,39414.0,Chandni Chowk,Delhi,CO mass,28.656756,77.227234
11603.0,39412.0,Chandni Chowk,Delhi,NO₂ mass,28.656756,77.227234
11603.0,39411.0,Chandni Chowk,Delhi,PM10,28.656756,77.227234
11603.0,39410.0,Chandni Chowk,Delhi,PM2.5,28.656756,77.227234
11603.0,39413.0,Chandni Chowk,Delhi,SO₂ mass,28.656756,77.227234
11604.0,39420.0,Deonar,Mumbai,CO mass,19.04946,72.923
11604.0,39418.0,Deonar,Mumbai,NO₂ mass,19.04946,72.923
11604.0,39417.0,Deonar,Mumbai,PM10,19.04946,72.923
11604.0,39416.0,Deonar,Mumbai,PM2.5,19.04946,72.923
11604.0,39419.0,Deonar,Mumbai,SO₂ mass,19.04946,72.923
11606.0,39431.0,Borivali East,Mumbai,CO mass,19.23241,72.86895
11606.0,39430.0,Borivali East,Mumbai,NO₂ mass,19.23241,72.86895
11606.0,39429.0,Borivali East,Mumbai,PM10,19.23241,72.86895
11606.0,39428.0,Borivali East,Mumbai,PM2.5,19.23241,72.86895
11607.0,39437.0,Lodhi Road,Delhi,CO mass,28.588333,77.221667
11607.0,39435.0,Lodhi Road,Delhi,NO₂ mass,28.588333,77.221667
11607.0,39434.0,Lodhi Road,Delhi,PM10,28.588333,77.221667
11607.0,39433.0,Lodhi Road,Delhi,PM2.5,28.588333,77.221667
11607.0,39436.0,Lodhi Road,Delhi,SO₂ mass,28.588333,77.221667
11611.0,39458.0,Malad West,Mumbai,CO mass,19.19709,72.82204
11611.0,39456.0,Malad West,Mumbai,NO₂ mass,19.19709,72.82204
11611.0,39455.0,Malad West,Mumbai,PM10,19.19709,72.82204
11611.0,39454.0,Malad West,Mumbai,PM2.5,19.19709,72.82204
11611.0,39457.0,Malad West,Mumbai,SO₂ mass,19.19709,72.82204
11612.0,39464.0,Sector-19A Nerul,Mumbai,CO mass,19.044,73.03250000000001
11612.0,39462.0,Sector-19A Nerul,Mumbai,NO₂ mass,19.044,73.03250000000001
11612.0,39461.0,Sector-19A Nerul,Mumbai,PM10,19.044,73.03250000000001
11612.0,39460.0,Sector-19A Nerul,Mumbai,PM2.5,19.044,73.03250000000001
11612.0,39463.0,Sector-19A Nerul,Mumbai,SO₂ mass,19.044,73.03250000000001
12024.0,40569.0,Chakala-Andheri East,Mumbai,CO mass,19.11074,72.86084
12024.0,40574.0,Chakala-Andheri East,Mumbai,NO₂ mass,19.11074,72.86084
12024.0,40572.0,Chakala-Andheri East,Mumbai,PM10,19.11074,72.86084
12024.0,40571.0,Chakala-Andheri East,Mumbai,PM2.5,19.11074,72.86084
12024.0,40573.0,Chakala-Andheri East,Mumbai,SO₂ mass,19.11074,72.86084
12039.0,40636.0,Khindipada-Bhandup West,Mumbai,CO mass,19.164394,72.928297
12039.0,40639.0,Khindipada-Bhandup West,Mumbai,NO₂ mass,19.164394,72.928297
12039.0,40615.0,Khindipada-Bhandup West,Mumbai,PM10,19.164394,72.928297
12039.0,40608.0,Khindipada-Bhandup West,Mumbai,PM2.5,19.164394,72.928297
12039.0,40617.0,Khindipada-Bhandup West,Mumbai,SO₂ mass,19.164394,72.928297
12040.0,40609.0,Mulund West,Mumbai,CO mass,19.175,72.9419
12040.0,40612.0,Mulund West,Mumbai,NO₂ mass,19.175,72.9419
12040.0,40628.0,Mulund West,Mumbai,PM10,19.175,72.9419
12040.0,40641.0,Mulund West,Mumbai,PM2.5,19.175,72.9419
12040.0,40640.0,Mulund West,Mumbai,SO₂ mass,19.175,72.9419
12044.0,40616.0,Kandivali East,Mumbai,CO mass,19.2058,72.8682
12044.0,40624.0,Kandivali East,Mumbai,NO₂ mass,19.2058,72.8682
12044.0,40652.0,Kandivali East,Mumbai,PM10,19.2058,72.8682
12044.0,40650.0,Kandivali East,Mumbai,PM2.5,19.2058,72.8682
12044.0,40620.0,Kandivali East,Mumbai,SO₂ mass,19.2058,72.8682
12045.0,40622.0,IITK,Kanpur,CO mass,26.511738999999995,80.235136
12045.0,40642.0,IITK,Kanpur,PM2.5,26.511738999999995,80.235136
